timestamp,cpu_total_pct,mem_avail_mb,gpu_util_pct,gpu_mem_util_pct,gpu_mem_used_mb,gpu_mem_total_mb,gpu_power_w,gpu_temp_c,gpu_clock_graphics_mhz,gpu_clock_sm_mhz
"2026-03-16T16:00:01.5203437-03:00","4,30975044367358","23482","7","2","804","12282","4.89","38","210","210"
"2026-03-16T16:00:04.6278224-03:00","11,6658516575429","23485","1","23","799","12282","5.27","38","210","210"
"2026-03-16T16:00:07.1868494-03:00","30,9615175013624","23422","0","0","790","12282","12.73","39","2490","2490"
"2026-03-16T16:00:09.7402821-03:00","9,62828625193088","23370","0","1","803","12282","14.54","39","585","585"
"2026-03-16T16:00:12.3035299-03:00","26,4963863132198","23364","16","1","812","12282","25.80","40","2490","2490"
"2026-03-16T16:00:14.8801116-03:00","8,64995768103886","23354","1","0","803","12282","25.24","40","2490","2490"
"2026-03-16T16:00:17.4238255-03:00","27,4488464932344","23292","18","5","790","12282","6.35","39","2490","2490"
"2026-03-16T16:00:19.9796745-03:00","8,40421610827361","23282","0","0","791","12282","25.21","40","2490","2490"
"2026-03-16T16:00:22.5528279-03:00","27,334422276281","23189","0","0","790","12282","13.27","40","2490","2490"
"2026-03-16T16:00:25.1130531-03:00","8,87393570367916","23173","0","1","790","12282","22.72","40","555","555"
"2026-03-16T16:00:27.6670502-03:00","25,4298629092054","23186","23","2","806","12282","7.15","39","2490","2490"
"2026-03-16T16:00:30.2366247-03:00","8,65924067592223","23179","2","2","810","12282","22.70","40","645","645"
"2026-03-16T16:00:32.8042944-03:00","17,6678908133525","23019","2","12","822","12282","5.58","39","210","210"
"2026-03-16T16:00:35.3742789-03:00","10,8799618411791","23094","0","0","812","12282","25.12","40","2490","2490"
"2026-03-16T16:00:37.9348238-03:00","12,4594079963664","23392","0","29","806","12282","5.98","39","270","270"
"2026-03-16T16:00:40.4996960-03:00","8,60993488868061","23387","0","0","792","12282","25.47","41","2490","2490"
"2026-03-16T16:00:43.0532250-03:00","10,3172193940371","23320","7","5","790","12282","5.54","40","210","210"
"2026-03-16T16:00:45.6365418-03:00","7,57181583428553","23330","1","0","790","12282","25.13","41","2490","2490"
"2026-03-16T16:00:48.2043433-03:00","10,961158924217","23373","2","28","792","12282","5.40","40","210","210"
"2026-03-16T16:00:50.7872072-03:00","7,71315747938482","23316","0","0","790","12282","25.14","41","2490","2490"
"2026-03-16T16:00:53.3529477-03:00","11,5917931195817","23290","2","33","790","12282","5.59","40","225","225"
"2026-03-16T16:00:55.9199947-03:00","8,52924982419032","23225","1","0","790","12282","25.22","41","2490","2490"
"2026-03-16T16:00:58.4861004-03:00","13,6821914115034","23195","4","1","790","12282","6.16","40","270","270"
"2026-03-16T16:01:01.0534989-03:00","10,3752310871296","23225","0","0","790","12282","25.43","41","2490","2490"
"2026-03-16T16:01:03.6204163-03:00","17,2864053024362","23188","1","15","790","12282","5.90","40","285","285"
