timestamp,cpu_total_pct,mem_avail_mb,gpu_util_pct,gpu_mem_util_pct,gpu_mem_used_mb,gpu_mem_total_mb,gpu_power_w,gpu_temp_c,gpu_clock_graphics_mhz,gpu_clock_sm_mhz
"2026-03-16T16:22:15.0776930-03:00","14,0255991675274","23297","0","5","789","12282","4.78","39","210","210"
"2026-03-16T16:22:17.6333032-03:00","14,0693285726502","23294","0","3","789","12282","4.63","39","210","210"
"2026-03-16T16:22:20.1864253-03:00","12,6080222171778","23295","0","3","789","12282","4.65","39","210","210"
"2026-03-16T16:22:22.7368124-03:00","12,0505119153322","23300","0","5","789","12282","4.59","39","210","210"
"2026-03-16T16:22:25.2884017-03:00","13,463151457121","23303","0","3","789","12282","4.62","39","210","210"
"2026-03-16T16:22:27.8397423-03:00","13,3416221736393","23301","0","3","789","12282","4.67","39","210","210"
"2026-03-16T16:22:30.3920741-03:00","12,4314738142237","23307","0","3","789","12282","4.73","39","210","210"
"2026-03-16T16:22:32.9450629-03:00","13,2104118502548","23306","0","3","789","12282","4.88","39","210","210"
"2026-03-16T16:22:35.4960043-03:00","14,2719009881878","23309","0","3","789","12282","4.75","39","210","210"
"2026-03-16T16:22:38.0464349-03:00","14,1619872087866","23317","0","3","789","12282","4.67","39","210","210"
"2026-03-16T16:22:40.5960504-03:00","12,5891469056949","23315","0","5","789","12282","4.67","39","210","210"
"2026-03-16T16:22:43.1481100-03:00","14,256801525672","23310","7","5","791","12282","4.82","39","210","210"
"2026-03-16T16:22:45.7028786-03:00","25,1658453458321","23308","0","3","791","12282","4.80","39","210","210"
"2026-03-16T16:22:48.2617956-03:00","25,9759625197545","23308","0","5","791","12282","4.70","39","210","210"
"2026-03-16T16:22:50.8237546-03:00","25,6908122026459","23307","0","3","791","12282","4.71","39","210","210"
"2026-03-16T16:22:53.3847008-03:00","26,4054276465017","23311","0","3","791","12282","4.76","39","210","210"
"2026-03-16T16:22:55.9429537-03:00","25,4150260776707","23309","0","3","791","12282","4.76","39","210","210"
"2026-03-16T16:22:58.5021790-03:00","25,5239875658995","23308","0","3","791","12282","4.78","39","210","210"
"2026-03-16T16:23:01.0567037-03:00","26,7559753811522","23307","0","3","791","12282","4.76","39","210","210"
"2026-03-16T16:23:03.6170729-03:00","27,0901594196679","23324","0","4","791","12282","4.74","39","210","210"
"2026-03-16T16:23:06.1774644-03:00","26,2183619365431","23323","0","3","791","12282","4.77","39","210","210"
"2026-03-16T16:23:08.7324410-03:00","25,1839940357772","23323","0","3","791","12282","4.79","39","210","210"
"2026-03-16T16:23:11.2931891-03:00","25,3078142865909","23322","0","3","791","12282","4.83","39","210","210"
"2026-03-16T16:23:13.8575065-03:00","50,8287672159806","23319","0","3","779","12282","4.90","39","210","210"
"2026-03-16T16:23:16.4052795-03:00","50,7243346608101","23319","0","3","779","12282","4.89","39","210","210"
"2026-03-16T16:23:18.9832773-03:00","50,6440438516786","23317","0","3","779","12282","4.82","39","210","210"
"2026-03-16T16:23:21.5649986-03:00","50,8315624129183","23317","0","5","779","12282","4.70","39","210","210"
"2026-03-16T16:23:24.1415529-03:00","49,9454065079495","23314","0","3","779","12282","4.72","39","210","210"
"2026-03-16T16:23:26.7071488-03:00","50,3577258741454","23318","0","2","789","12282","4.83","39","210","210"
"2026-03-16T16:23:29.3447092-03:00","100","23316","0","3","789","12282","4.80","39","210","210"
"2026-03-16T16:23:32.0225452-03:00","100","23311","0","3","789","12282","4.82","39","210","210"
