timestamp,mode,rows,cols,steps,seed,run_index,is_warmup,threads,procs,kernel,gpu,time_s,time_per_step_ms,alive_end
"2026-03-25T01:52:28","mixed","4096","4096","200","42","2","0","4","4","","","4.70308","23.5154","1245956"
"2026-03-25T01:52:28","cuda_basic","4096","4096","200","42","2","0","0","0","basic","NVIDIA GeForce RTX 4070","0.0443698","0.221849","1245956"
"2026-03-25T01:52:28","cuda_shared","4096","4096","200","42","2","0","0","0","shared","NVIDIA GeForce RTX 4070","0.067448","0.33724","1245956"
"2026-03-25T01:52:43","sequential","4096","4096","200","42","3","0","0","0","","","14.4997","72.4986","1245956"
"2026-03-25T01:53:08","openmp","4096","4096","200","42","3","0","1","0","","","25.3892","126.946","1245956"
"2026-03-25T01:53:21","openmp","4096","4096","200","42","3","0","2","0","","","12.6862","63.431","1245956"
"2026-03-25T01:53:28","openmp","4096","4096","200","42","3","0","4","0","","","6.72322","33.6161","1245956"
"2026-03-25T01:53:32","openmp","4096","4096","200","42","3","0","8","0","","","4.10801","20.5401","1245956"
"2026-03-25T01:53:36","openmp","4096","4096","200","42","3","0","16","0","","","3.44711","17.2355","1245956"
"2026-03-25T01:53:55","mpi","4096","4096","200","42","3","0","0","1","","","18.912","94.5602","1245956"
"2026-03-25T01:54:04","mpi","4096","4096","200","42","3","0","0","2","","","9.54769","47.7385","1245956"
"2026-03-25T01:54:10","mpi","4096","4096","200","42","3","0","0","4","","","5.04537","25.2268","1245956"
"2026-03-25T01:54:14","mpi","4096","4096","200","42","3","0","0","8","","","3.80549","19.0275","1245956"
"2026-03-25T01:54:19","mixed","4096","4096","200","42","3","0","4","2","","","5.52637","27.6319","1245956"
"2026-03-25T01:54:24","mixed","4096","4096","200","42","3","0","4","4","","","4.60316","23.0158","1245956"
"2026-03-25T01:54:24","cuda_basic","4096","4096","200","42","3","0","0","0","basic","NVIDIA GeForce RTX 4070","0.0443694","0.221847","1245956"
"2026-03-25T01:54:24","cuda_shared","4096","4096","200","42","3","0","0","0","shared","NVIDIA GeForce RTX 4070","0.0691069","0.345535","1245956"
"2026-03-25T01:54:42","sequential","4096","4096","200","42","1","0","0","0","","","14.4714","72.357","1245956"
"2026-03-25T01:55:07","openmp","4096","4096","200","42","1","0","1","0","","","24.9879","124.94","1245956"
"2026-03-25T01:55:19","openmp","4096","4096","200","42","1","0","2","0","","","12.7125","63.5624","1245956"
"2026-03-25T01:55:26","openmp","4096","4096","200","42","1","0","4","0","","","6.6233","33.1165","1245956"
"2026-03-25T01:55:31","openmp","4096","4096","200","42","1","0","8","0","","","4.4532","22.266","1245956"
"2026-03-25T01:55:34","openmp","4096","4096","200","42","1","0","16","0","","","3.45684","17.2842","1245956"
"2026-03-25T01:55:53","mpi","4096","4096","200","42","1","0","0","1","","","18.9899","94.9495","1245956"
"2026-03-25T01:56:03","mpi","4096","4096","200","42","1","0","0","2","","","9.57665","47.8832","1245956"
"2026-03-25T01:56:08","mpi","4096","4096","200","42","1","0","0","4","","","4.99299","24.9649","1245956"
"2026-03-25T01:56:12","mpi","4096","4096","200","42","1","0","0","8","","","3.4979","17.4895","1245956"
"2026-03-25T01:56:18","mixed","4096","4096","200","42","1","0","4","2","","","5.47303","27.3652","1245956"
"2026-03-25T01:56:22","mixed","4096","4096","200","42","1","0","4","4","","","4.61933","23.0967","1245956"
"2026-03-25T01:56:23","cuda_basic","4096","4096","200","42","1","0","0","0","basic","NVIDIA GeForce RTX 4070","0.0443307","0.221654","1245956"
"2026-03-25T01:56:23","cuda_shared","4096","4096","200","42","1","0","0","0","shared","NVIDIA GeForce RTX 4070","0.0671132","0.335566","1245956"
